"Id";"label";"Type"
1532;"Kathleen Jarvis";"individu"
1533;"Maud Joachim";"individu"
1533;"Maud Joachim";"individu"
1533;"Maud Joachim";"individu"
1533;"Maud Joachim";"individu"
1533;"Maud Joachim";"individu"
1533;"Maud Joachim";"individu"
1533;"Maud Joachim";"individu"
1533;"Maud Joachim";"individu"
1534;"Grace Johnson";"individu"
1534;"Grace Johnson";"individu"
1534;"Grace Johnson";"individu"
1535;"Hope Jones";"individu"
1535;"Hope Jones";"individu"
1535;"Hope Jones";"individu"
1535;"Hope Jones";"individu"
1536;"Violet Jones";"individu"
1536;"Violet Jones";"individu"
1536;"Violet Jones";"individu"
1536;"Violet Jones";"individu"
1537;"Winifred Jones";"individu"
1537;"Winifred Jones";"individu"
1537;"Winifred Jones";"individu"
1538;"Peggy Julian";"individu"
1538;"Peggy Julian";"individu"
1538;"Peggy Julian";"individu"
1539;"Annie Kenney";"individu"
1539;"Annie Kenney";"individu"
1539;"Annie Kenney";"individu"
1539;"Annie Kenney";"individu"
1539;"Annie Kenney";"individu"
1539;"Annie Kenney";"individu"
1540;"Norah Kathleen Lackey";"individu"
1540;"Norah Kathleen Lackey";"individu"
1540;"Norah Kathleen Lackey";"individu"
1540;"Norah Kathleen Lackey";"individu"
1540;"Norah Kathleen Lackey";"individu"
1541;"Clara Lambert";"individu"
1541;"Clara Lambert";"individu"
1541;"Clara Lambert";"individu"
1541;"Clara Lambert";"individu"
1541;"Clara Lambert";"individu"
1541;"Clara Lambert";"individu"
1541;"Clara Lambert";"individu"
1542;"George Lansbury";"individu"
1542;"George Lansbury";"individu"
1542;"George Lansbury";"individu"
1543;"Leylie Lawless";"individu"
1543;"Leylie Lawless";"individu"
1543;"Leylie Lawless";"individu"
1543;"Leylie Lawless";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1544;"Mary Leigh";"individu"
1545;"Lillian Lenton";"individu"
1545;"Lillian Lenton";"individu"
1545;"Lillian Lenton";"individu"
1545;"Lillian Lenton";"individu"
1545;"Lillian Lenton";"individu"
1546;"Ethel Lewis";"individu"
1546;"Ethel Lewis";"individu"
1546;"Ethel Lewis";"individu"
1547;"Constance Lytton";"individu"
1547;"Constance Lytton";"individu"
1547;"Constance Lytton";"individu"
1547;"Constance Lytton";"individu"
1548;"Florence MacFarlane";"individu"
1548;"Florence MacFarlane";"individu"
1548;"Florence MacFarlane";"individu"
1549;"Moggie MacFarlane";"individu"
1549;"Moggie MacFarlane";"individu"
1549;"Moggie MacFarlane";"individu"
1549;"Moggie MacFarlane";"individu"
1549;"Moggie MacFarlane";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1550;"Kitty Marion";"individu"
1551;"Dora Marsden";"individu"
1551;"Dora Marsden";"individu"
1551;"Dora Marsden";"individu"
1551;"Dora Marsden";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1552;"Charlotte Marsh";"individu"
1553;"Emily Katherine Marshall";"individu"
1553;"Emily Katherine Marshall";"individu"
1553;"Emily Katherine Marshall";"individu"
1553;"Emily Katherine Marshall";"individu"
1554;"Selina Martin";"individu"
1554;"Selina Martin";"individu"
1554;"Selina Martin";"individu"
1554;"Selina Martin";"individu"
1555;"Rosamund Massy";"individu"
1555;"Rosamund Massy";"individu"
1555;"Rosamund Massy";"individu"
1556;"Winifred Mayo";"individu"
1556;"Winifred Mayo";"individu"
1556;"Winifred Mayo";"individu"
1556;"Winifred Mayo";"individu"
1556;"Winifred Mayo";"individu"
1557;"Grace Mitchell";"individu"
1557;"Grace Mitchell";"individu"
1557;"Grace Mitchell";"individu"
1558;"Lillian Mitchell";"individu"
1558;"Lillian Mitchell";"individu"
1558;"Lillian Mitchell";"individu"
1558;"Lillian Mitchell";"individu"
1558;"Lillian Mitchell";"individu"
1558;"Lillian Mitchell";"individu"
1559;"Marie Naylor";"individu"
1559;"Marie Naylor";"individu"
1559;"Marie Naylor";"individu"
1560;"Nellie Neave";"individu"
1560;"Nellie Neave";"individu"
1560;"Nellie Neave";"individu"
1560;"Nellie Neave";"individu"
1561;"Allison Neilans";"individu"
1561;"Allison Neilans";"individu"
1561;"Allison Neilans";"individu"
1562;"Marie Neill";"individu"
1562;"Marie Neill";"individu"
1562;"Marie Neill";"individu"
1562;"Marie Neill";"individu"
1563;"C Nugent";"individu"
1563;"C Nugent";"individu"
1563;"C Nugent";"individu"
1564;"Emmeline Pankhurst";"individu"
1564;"Emmeline Pankhurst";"individu"
1564;"Emmeline Pankhurst";"individu"
1564;"Emmeline Pankhurst";"individu"
1564;"Emmeline Pankhurst";"individu"
1564;"Emmeline Pankhurst";"individu"
1564;"Emmeline Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1565;"Sylvia Pankhurst";"individu"
1566;"Fannie Parker";"individu"
1566;"Fannie Parker";"individu"
1566;"Fannie Parker";"individu"
1567;"Margaret Paterson";"individu"
1567;"Margaret Paterson";"individu"
1567;"Margaret Paterson";"individu"
1568;"Alice Paul";"individu"
1568;"Alice Paul";"individu"
1568;"Alice Paul";"individu"
1568;"Alice Paul";"individu"
1569;"Pleasant Pendred";"individu"
1569;"Pleasant Pendred";"individu"
1569;"Pleasant Pendred";"individu"
1570;"Dorothy Pethick";"individu"
1570;"Dorothy Pethick";"individu"
1570;"Dorothy Pethick";"individu"
1571;"Emily Pethick-Lawrence";"individu"
1571;"Emily Pethick-Lawrence";"individu"
1571;"Emily Pethick-Lawrence";"individu"
1571;"Emily Pethick-Lawrence";"individu"
1571;"Emily Pethick-Lawrence";"individu"
1571;"Emily Pethick-Lawrence";"individu"
1572;"Mary Elizabeth Phillips";"individu"
1572;"Mary Elizabeth Phillips";"individu"
1572;"Mary Elizabeth Phillips";"individu"
1573;"Ellen Pitfield";"individu"
1573;"Ellen Pitfield";"individu"
1573;"Ellen Pitfield";"individu"
1573;"Ellen Pitfield";"individu"
1573;"Ellen Pitfield";"individu"
1574;"Ellen Pitman";"individu"
1574;"Ellen Pitman";"individu"
1574;"Ellen Pitman";"individu"
1575;"Isabelle Potbury";"individu"
1575;"Isabelle Potbury";"individu"
1575;"Isabelle Potbury";"individu"
1575;"Isabelle Potbury";"individu"
1575;"Isabelle Potbury";"individu"
1575;"Isabelle Potbury";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1576;"Mary Richardson";"individu"
1577;"Edith Rigby";"individu"
1577;"Edith Rigby";"individu"
1577;"Edith Rigby";"individu"
1577;"Edith Rigby";"individu"
1577;"Edith Rigby";"individu"
1577;"Edith Rigby";"individu"
1578;"Gladys Roberts";"individu"
1578;"Gladys Roberts";"individu"
1578;"Gladys Roberts";"individu"
1579;"M Robertson";"individu"
1579;"M Robertson";"individu"
1579;"M Robertson";"individu"
1580;"Dorothea Rock";"individu"
1580;"Dorothea Rock";"individu"
1580;"Dorothea Rock";"individu"
1581;"Madeline Rock";"individu"
1581;"Madeline Rock";"individu"
1581;"Madeline Rock";"individu"
1582;"Grace Roe";"individu"
1582;"Grace Roe";"individu"
1582;"Grace Roe";"individu"
1582;"Grace Roe";"individu"
1583;"Kathleen Rothwell";"individu"
1583;"Kathleen Rothwell";"individu"
1583;"Kathleen Rothwell";"individu"
1584;"Francis Elizabeth Rowe";"individu"
1584;"Francis Elizabeth Rowe";"individu"
1584;"Francis Elizabeth Rowe";"individu"
1584;"Francis Elizabeth Rowe";"individu"
1585;"Bertha Ryland";"individu"
1585;"Bertha Ryland";"individu"
1585;"Bertha Ryland";"individu"
1585;"Bertha Ryland";"individu"
1585;"Bertha Ryland";"individu"
1586;"Beatrice Sanders";"individu"
1586;"Beatrice Sanders";"individu"
1586;"Beatrice Sanders";"individu"
1586;"Beatrice Sanders";"individu"
1587;"Dorothy Shellard";"individu"
1587;"Dorothy Shellard";"individu"
1587;"Dorothy Shellard";"individu"
1587;"Dorothy Shellard";"individu"
1588;"Maud Shipley";"individu"
1588;"Maud Shipley";"individu"
1588;"Maud Shipley";"individu"
1589;"Jane Short";"individu"
1589;"Jane Short";"individu"
1589;"Jane Short";"individu"
1589;"Jane Short";"individu"
1590;"Marguerite Anni Sidley";"individu"
1590;"Marguerite Anni Sidley";"individu"
1590;"Marguerite Anni Sidley";"individu"
1591;"Ethel Slade";"individu"
1591;"Ethel Slade";"individu"
1591;"Ethel Slade";"individu"
1591;"Ethel Slade";"individu"
1591;"Ethel Slade";"individu"
1591;"Ethel Slade";"individu"
1592;"Alieen Connor Smith";"individu"
1592;"Alieen Connor Smith";"individu"
1592;"Alieen Connor Smith";"individu"
1592;"Alieen Connor Smith";"individu"
1593;"Margaret Smith";"individu"
1593;"Margaret Smith";"individu"
1593;"Margaret Smith";"individu"
1594;"Dora Spong";"individu"
1594;"Dora Spong";"individu"
1594;"Dora Spong";"individu"
1595;"Emma Spronson";"individu"
1595;"Emma Spronson";"individu"
1595;"Emma Spronson";"individu"
1596;"Kathleen Streatfield";"individu"
1596;"Kathleen Streatfield";"individu"
1596;"Kathleen Streatfield";"individu"
1596;"Kathleen Streatfield";"individu"
1597;"Grace Stuart";"individu"
1597;"Grace Stuart";"individu"
1597;"Grace Stuart";"individu"
1598;"Catherine Swaine";"individu"
1598;"Catherine Swaine";"individu"
1598;"Catherine Swaine";"individu"
1598;"Catherine Swaine";"individu"
1599;"Nellie Taylor";"individu"
1599;"Nellie Taylor";"individu"
1599;"Nellie Taylor";"individu"
1599;"Nellie Taylor";"individu"
1600;"Margaret Eleanor Thompson";"individu"
1600;"Margaret Eleanor Thompson";"individu"
1600;"Margaret Eleanor Thompson";"individu"
1600;"Margaret Eleanor Thompson";"individu"
1601;"Ellen Tolson";"individu"
1601;"Ellen Tolson";"individu"
1601;"Ellen Tolson";"individu"
1601;"Ellen Tolson";"individu"
1602;"Marion Wallace-Dunlop";"individu"
1602;"Marion Wallace-Dunlop";"individu"
1602;"Marion Wallace-Dunlop";"individu"
1602;"Marion Wallace-Dunlop";"individu"
1602;"Marion Wallace-Dunlop";"individu"
1603;"Alice Mary Walters";"individu"
1603;"Alice Mary Walters";"individu"
1603;"Alice Mary Walters";"individu"
1603;"Alice Mary Walters";"individu"
1603;"Alice Mary Walters";"individu"
1603;"Alice Mary Walters";"individu"
1604;"Olive Walton";"individu"
1604;"Olive Walton";"individu"
1604;"Olive Walton";"individu"
1605;"Florence Ward";"individu"
1605;"Florence Ward";"individu"
1605;"Florence Ward";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1606;"Vera Wentworth";"individu"
1607;"Olive Wharry";"individu"
1607;"Olive Wharry";"individu"
1607;"Olive Wharry";"individu"
1607;"Olive Wharry";"individu"
1607;"Olive Wharry";"individu"
1607;"Olive Wharry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1608;"Evelyn Whurry";"individu"
1609;"Cissie Wilcox";"individu"
1609;"Cissie Wilcox";"individu"
1609;"Cissie Wilcox";"individu"
1609;"Cissie Wilcox";"individu"
1610;"Grace Williams";"individu"
1610;"Grace Williams";"individu"
1610;"Grace Williams";"individu"
1611;"Margaret Wilson";"individu"
1611;"Margaret Wilson";"individu"
1611;"Margaret Wilson";"individu"
1612;"F Wise";"individu"
1612;"F Wise";"individu"
1612;"F Wise";"individu"
1613;"Patricia Woodlock";"individu"
1613;"Patricia Woodlock";"individu"
1613;"Patricia Woodlock";"individu"
1613;"Patricia Woodlock";"individu"
1613;"Patricia Woodlock";"individu"
1613;"Patricia Woodlock";"individu"
1613;"Patricia Woodlock";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1614;"Ada Wright";"individu"
1615;"Barbara Wylie";"individu"
1615;"Barbara Wylie";"individu"
1615;"Barbara Wylie";"individu"
1615;"Barbara Wylie";"individu"
103;"01/02/1911 (BS)";"evenement"
151;"14/03/1912 (BS)";"evenement"
368;"03/06/1914 (MARLBORO)";"evenement"
131;"02/03/1912 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
147;"11/03/1912 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
20;"31/01/1908 (WM)";"evenement"
376;"19/06/1914 (CCC)";"evenement"
21;"12/02/1908 (WM)";"evenement"
96;"22/11/1910 (BS)";"evenement"
139;"05/03/1912 (WLDN)";"evenement"
11;"14/02/1907 (WM)";"evenement"
10;"14/02/1907 (BS)";"evenement"
7;"13/12/1906 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
119;"28/11/1911 (BS)";"evenement"
397;"02/05/1919 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
142;"06/03/1912 (MARYLE)";"evenement"
26;"01/07/1908 (WM)";"evenement"
116;"23/11/1911 (BS)";"evenement"
147;"11/03/1912 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
52;"31/07/1909 (EXETER)";"evenement"
173;"04/08/1912 (WLDN)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
3;"04/07/1906 (MARYLE)";"evenement"
21;"12/02/1908 (WM)";"evenement"
97;"24/11/1910 (BS)";"evenement"
337;"26/03/1914 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
281;"28/07/1913 (WM)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
392;"21/07/1914 (LS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
215;"09/03/1913 (BS)";"evenement"
371;"13/06/1914 (BIRMINGHAM)";"evenement"
34;"19/02/1909 (BS)";"evenement"
249;"22/05/1913 (CAMBRIDGE)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
131;"02/03/1912 (BS)";"evenement"
97;"24/11/1910 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
64;"07/09/1909/ (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
10;"14/02/1907 (BS)";"evenement"
33;"18/02/1909 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
76;"17/11/1909 (BRISTOL)";"evenement"
117;"24/11/1911 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
117;"24/11/1911 (BS)";"evenement"
134;"04/03/1912 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
147;"11/03/1912 (BS)";"evenement"
37;"31/03/1909 (BS)";"evenement"
315;"15/12/1913 (THORNBY)";"evenement"
26;"01/07/1908 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
33;"18/02/1909 (WM)";"evenement"
313;"13/12/1913 (LEWES)";"evenement"
18;"30/01/1908 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
117;"24/11/1911 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
188;"26/12/1912 (GREENWICH)";"evenement"
120;"29/11/1911 (BS)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
10;"14/02/1907 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
147;"11/03/1912 (BS)";"evenement"
113;"21/11/1911 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
37;"31/03/1909 (BS)";"evenement"
72;"10/11/1909 (BERMONDSEY)";"evenement"
115;"22/11/1911 (MANSIONHOUSE)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
40;"02/07/1909 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
246;"05/05/1913 (MARYLE)";"evenement"
26;"01/07/1908 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
290;"15/09/1913 (BS)";"evenement"
142;"06/03/1912 (MARYLE)";"evenement"
34;"19/02/1909 (BS)";"evenement"
193;"29/01/1913 (BS)";"evenement"
43;"14/07/1909 (BLACKBURN)";"evenement"
11;"14/02/1907 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
131;"02/03/1912 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
133;"04/03/1912 (WLDN)";"evenement"
52;"31/07/1909 (EXETER)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
116;"23/11/1911 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
303;"04/11/1913 (POPLAR)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
350;"15/05/1914 (WM)";"evenement"
118;"27/11/1911 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
40;"02/07/1909 (BS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
323;"21/02/1914 (SURREY)";"evenement"
342;"11/04/1914 (BS)";"evenement"
249;"22/05/1913 (CAMBRIDGE)";"evenement"
35;"25/02/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
41;"09/07/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
34;"19/02/1909 (BS)";"evenement"
130;"22/02/1912 (BS)";"evenement"
32;"12/02/1909 (BS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
318;"28/01/1914 (BS)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
11;"14/02/1907 (WM)";"evenement"
115;"22/11/1911 (MANSIONHOUSE)";"evenement"
40;"02/07/1909 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
40;"02/07/1909 (BS)";"evenement"
17;"30/01/1908 (MARYLE)";"evenement"
41;"09/07/1909 (BS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
201;"08/02/1913 (MARLBORO)";"evenement"
178;"17/10/1912 (OXFORD)";"evenement"
11;"14/02/1907 (WM)";"evenement"
263;"26/06/1913 (NEWPORT)";"evenement"
34;"19/02/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
131;"02/03/1912 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
41;"09/07/1909 (BS)";"evenement"
293;"03/10/1913 (BRADFORD)";"evenement"
96;"22/11/1910 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
140;"05/03/1912 (WM)";"evenement"
20;"31/01/1908 (WM)";"evenement"
116;"23/11/1911 (BS)";"evenement"
56;"10/08/1909 (LEEDS)";"evenement"
134;"04/03/1912 (WM)";"evenement"
146;"09/03/1912 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
335;"23/03/1914 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
117;"24/11/1911 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
310;"25/11/1913 (LEEDS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
293;"03/10/1913 (BRADFORD)";"evenement"
30;"29/10/1908 (WM)";"evenement"
147;"11/03/1912 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
293;"03/10/1913 (BRADFORD)";"evenement"
327;"28/02/1914 (OLDST)";"evenement"
40;"02/07/1909 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
130;"22/02/1912 (BS)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
40;"02/07/1909 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
117;"24/11/1911 (BS)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
167;"28/06/1912 (SOUTHEND)";"evenement"
30;"29/10/1908 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
319;"11/02/1914 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
97;"24/11/1910 (BS)";"evenement"
34;"19/02/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
142;"06/03/1912 (MARYLE)";"evenement"
118;"27/11/1911 (BS)";"evenement"
130;"22/02/1912 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
37;"31/03/1909 (BS)";"evenement"
131;"02/03/1912 (BS)";"evenement"
231;"08/04/1913 (CCC)";"evenement"
263;"26/06/1913 (NEWPORT)";"evenement"
40;"02/07/1909 (BS)";"evenement"
147;"11/03/1912 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
81;"06/12/1909 (RAWTENSTALL)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
173;"04/08/1912 (WLDN)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
11;"14/02/1907 (WM)";"evenement"
327;"28/02/1914 (OLDST)";"evenement"
175;"21/08/1912 (ABERGAVENNY)";"evenement"
96;"22/11/1910 (BS)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
131;"02/03/1912 (BS)";"evenement"
33;"18/02/1909 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
37;"31/03/1909 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
186;"19/12/1912 (WM)";"evenement"
10;"14/02/1907 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
8;"14/12/1906 (WM)";"evenement"
33;"18/02/1909 (WM)";"evenement"
96;"22/11/1910 (BS)";"evenement"
392;"21/07/1914 (LS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
287;"09/08/1913 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
140;"05/03/1912 (WM)";"evenement"
368;"03/06/1914 (MARLBORO)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
20;"31/01/1908 (WM)";"evenement"
349;"15/05/1914 (BIRMINGHAM)";"evenement"
393;"24/07/1914 (BS)";"evenement"
131;"02/03/1912 (BS)";"evenement"
140;"05/03/1912 (WM)";"evenement"
34;"19/02/1909 (BS)";"evenement"
142;"06/03/1912 (MARYLE)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
21;"12/02/1908 (WM)";"evenement"
118;"27/11/1911 (BS)";"evenement"
131;"02/03/1912 (BS)";"evenement"
140;"05/03/1912 (WM)";"evenement"
103;"01/02/1911 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
28;"22/10/1908 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
330;"11/03/1914 (BS)";"evenement"
251;"27/05/1913 (MARYLE)";"evenement"
10;"14/02/1907 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
267;"08/07/1913 (MANC)";"evenement"
96;"22/11/1910 (BS)";"evenement"
97;"24/11/1910 (BS)";"evenement"
147;"11/03/1912 (BS)";"evenement"
179;"29/10/1912 (LIVERPOOL)";"evenement"
40;"02/07/1909 (BS)";"evenement"
147;"11/03/1912 (BS)";"evenement"
132;"04/03/1912 (BS)";"evenement"
77;"19/11/1909 (BS)";"evenement"
345;"04/05/1914 (MARLBORO)";"evenement"
118;"27/11/1911 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
11;"14/02/1907 (WM)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
170;"10/07/1912 (LS)";"evenement"
192;"28/01/1913 (BS)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
311;"28/11/1913 (LEEDS)";"evenement"
395;"20/08/1914 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
40;"02/07/1909 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
324;"23/02/1914 (WM)";"evenement"
111;"19/10/1911 (BS)";"evenement"
353;"22/05/1914 (MARLBORO)";"evenement"
353;"22/05/1914 (MARLBORO)";"evenement"
131;"02/03/1912 (BS)";"evenement"
311;"28/11/1913 (LEEDS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
117;"24/11/1911 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
324;"23/02/1914 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
40;"02/07/1909 (BS)";"evenement"
113;"21/11/1911 (BS)";"evenement"
192;"28/01/1913 (BS)";"evenement"
355;"22/05/1914 (WM)";"evenement"
